TopicId,Answers,AnswerId
1974,Watt,5
1974,minerals,6
1975,noble gases,1
1975,noble metals,2
1975,halogens ,3
1975,free element,4
1975,reactive metals,5
1975,rare-earth,6
1976,Oceanic Crust,1
1976,Silicate ,2
1976,Mohorovicic disconuity,3
1976,Continental Crust,4
1976,Sulfide,5
1976,Tectonic plates,6
1977,Snowbelt,1
1977,Ice Sheet ,2
1977,Holocene,3
1977,Snowsquail,4
1977,Ice Cap,5
1977,Pleistocene,6
1978,Pastoralism,1
1978,Agronomy,2
1978,Biotechnology,3
1978,Agrarian,4
1978,Farming,5
1978,Genomics,6
1979,15 °C (59 °F),1
1979,−18 °C (0 °F),2
1979,global waming,3
1979,geoengineering,4
1979,solar radiation,5
1979,−5 °C (23 °F),6
1980,Nitrogen,1
1980,100km (60miles),2
1980,photosynthesis,3
1980,Oxygen,4
1980,1000km (600miles),5
1980,transpiration,6
1981,plate tectonics,1
1981,Petrology,2
1981,magma chamber,3
1981,weathering and erosion,4
1981,Geology,5
1981,mantle plume,6
1982,Fumarole,1
1982,Chemosynthesis,2
1982,Biosphere,3
1982,Mantle,4
1982,Photosynthesis,5
1982,Lithosphere,6
1983,Panda,1
1983,Chi Chi,2
1983,Living Planet Report,3
1983,Lion,4
1983,Bao Bao,5
1983,Wildlife Division Technical Report,6
1984,England,1
1984,reed beds,2
1984,heathland,3
1984,France,4
1984,fens and swamps,5
1984,woodland,6
1985,permafrost,1
1985,phytoplankton,2
1985,five ,3
1985,rime,4
1985,zooplanton,5
1985,three,6
1986,4.6 billion years old,1
1986,3.8 billion years old,2
1986,0.004% of the time,3
1986,"6,000 years old",4
1986,2 billion years old,5
1986,0.008% of the time,6
1987,over 5000,1
1987,gemstone,2
1987,ore,3
1987,over 3000,4
1987,crystal ,5
1987,graphite,6
1988,supercontinents,1
1988,five ,2
1988,Ring of Fire ,3
1988,underwater trenches,4
1988,three,5
1988,Alpide Belt,6
1989,tidal deceleration,1
1989,perihelion,2
1989,axial tilt ,3
1989,celestial equator,4
1989,aphelion,5
1989,equinox,6
1990,Vinson Massif,1
1990,Tasmantis,2
1990,France,3
1990,Puncak Jaya,4
1990,Kerguelen Plateau,5
1990,Spain,6
1991,90%,1
1991,Firn,2
1991,Moraine,3
1991,75%,4
1991,Serac,5
1991,Ice shelf,6
1992, Endorheic,1
1992,"Chukotka, Russia",2
1992,volcanic crater lake,3
1992,Aeolian,4
1992,"Ashgabat, Turkmenistan",5
1992,glacial lake,6
1993,Carbon Dioxide & Methane,1
1993,Aerobic Respiration,2
1993,Fossil Fuels,3
1993,Carbon Dioxide & Argon,4
1993,Transpiration,5
1993,Coral,6
1994,reduced levels of carbon dioxide,1
1994,solar radiation & shifts in plate tectonics,2
1994,Snowball Earth,3
1994,too much oxygen and no greenhouse effect,4
1994,The Big Freeze,5
1994,Great Oxygenation Event,6
1995,Edwin Hubble,1
1995,Stars and Galaxies,2
1995,dark energy,3
1995,Alexander Friedmann,4
1995,Cosmology,5
1995,dark matter,6
1996,Rubidium-strontium,1
1996,Bertram Boltwood,2
1996,Georges Cuvier,3
1996,Uranium-strontium,4
1996,Ernest Rutherford,5
1996,Louis Agassiz,6
1997,Mid-ocean ridges,1
1997,Pyroclastic flow,2
1997,Eight ,3
1997,Tectonic plates,4
1997,Fissure Vent,5
1997,Ten,6
1998,Cretaceous-Paleogene extinction,1
1998,65 million,2
1998,"Yucatán Peninsula, Mexico",3
1998,Triassic–Jurassic,4
1998,55 million,5
1998,"Valdes Peninsula, Argentina",6
1999,Hurricanes,1
1999,Western ,2
1999,June 1 - November 30,3
1999,Tornadoes,4
1999,Eastern,5
1999,May 15 - November 30,6
2000,Sturzstrom,1
2000,Powder Snow,2
2000,Tsunami,3
2000,Rockslide,4
2000,Icefall ,5
2000,Pyroclastic Flow,6
2001,Hypocenter,1
2001,Epicentre,2
2001,Strike-slip,3
2001,Megathrust,4
2001,Aseismic creep,5
2001,Aftershock,6
2002,biogenic graphite,1
2002,L.U.C.A.,2
2002,Julian Huxley,3
2002,microbial mat fossils,4
2002,D.N.A.,5
2002,Ernst Mayr ,6
2003,Geophysics,1
2003,animal behaviour,2
2003,Electromagnet,3
2003,Meterology,4
2003,organism interactions,5
2003,Magnetic Field,6
2004,Homo erectus,1
2004,"Jebel Irhoud, Morocco",2
2004,Himilco,3
2004,Homo habilis,4
2004,"Omo Kibish, Ehtiopia",5
2004,Hanno,6
2005,Polar Deserts and Arctic Tundra,1
2005,Cerrado,2
2005,Taiga ,3
2005,Polar Deserts and Antartic Tundra,4
2005,Cerro Verde,5
2005,Daintree,6
1216,Stereophonic Sound,1
1216,Toshitada Doi,2
1216,Ray Dolby,3
1216,Soundscape,4
1216,Kukai,5
1216,Charles Goodyear,6
182,Obscura,1
182,Sony,2
182,Nicéphore Niépce,3
182,Louis Daguerre,4
182,Konica,5
182,Polaroid,6
1217,Marion Donovan,1
1217,Susan Olivia Poole,2
1217,Jesus,3
1217,Annie Malone,4
1217,Moses,5
1217,,6
1218,Nick Holonyak,1
1218,Sony,2
1218,Arthur C. Clarke,3
1218,Nicola Tesla,4
1218,Panasonic,5
1218,Jules Verne,6
1398,Peru,1
1398,Tom Sawyer,2
1398,QWERTY,3
1398,Cuba ,4
1398,Huckleberry Finn,5
1398,QWERTZ,6
859, True ,1
859,Thomas Edison,2
859,Mary had a little lamb,3
859, False,4
859,Emile Berliner,5
859,"Mr Watson, I want to see you",6
1219,Anatol Josepho,1
1219,Nikon,2
1219,Sharp,3
1219,Ernest Beaux,4
1219,,5
1219,,6
230,Vacuum Cleaner,1
230,Ironing,2
230,Water Heater,3
230,Sewing,4
230,Steam Iron,5
230,Washing Machine,6
906,motorcycle sidecars,1
906,SS Jaguar 100,2
906,Austin Powers,3
906,go-karts,4
906,XK 120 Roadster,5
906,James Bond,6
1221,Roland Moreno,1
1221,Gary Starkweather,2
1221,YouTube,3
1221,Louis Daguerre,4
1221,George Eastman,5
1221,Android,6
367,Bill Gates,1
367,Michael Dell,2
367,Steve Wozniak,3
367,William Redington Hewlett,4
367,Steve Jobs,5
367,Alan Sugar,6
1447,Puffing Billy,1
1447,Flying Scotsman,2
1447,Stourbridge Lion,3
1447,Mallard,4
1447,,5
1447,,6
1133,World Wide Web,1
1133,Mesh,2
1133,Ferranti Mark 1,3
1133,Internet,4
1133,Hypertext Project,5
1133,Manchester Mark 1,6
1448,The Bullet Train,1
1448,Overlander,2
1448,Trans-Siberian Express,3
1448,The Orient Express,4
1448,The Cassandra Crossing,5
1448,Silver Streak,6
504,Dr Harvey Crippen,1
504,It's That Man Again,2
504,Neil Armstrong,3
504,Zanies ,4
504,John Dillinger,5
504,Michael Collins ,6
1224,Hugh Bradner,1
1224,Hedy Lamar,2
1224,Bathysphere,3
1224,Thomas Jefferson,4
1224,Maria Schell,5
1224,Newtsuit,6
1046,Cambridge University ,1
1046,Tic-Tac-Toe,2
1046,512 18-bit words,3
1046,SPACE INVADERS,4
1046,University of Pennsylvania,5
1046,2000  36-bit words,6
1226,Edwin Beard Budding,1
1226,Germany,2
1226,weed-slashing robot,3
1226,Luther Burbank,4
1226,France,5
1226,grass-cutting robot,6
1229,Gustaf Dalén,1
1229,Stainless Steel,2
1229,Fan,3
1229,Victor Hasselblad,4
1229,Trongs,5
1229,Rickshaw,6
61,Berlin,1
61,William Gray,2
61,Tardis,3
61,Alexander Graham Bell,4
61,Hubert Cecil Booth,5
61,Paris,6
62,BD-5,1
62,Harriet Quimby,2
62,Antonov AN-225,3
62,Amelia Earhart,4
62,,5
62,,6
873,J,1
873, True ,2
873,What hath God wrought!,3
873,D,4
873,False ,5
873,I am passionately curious,6
1233,James Dewar,1
1233,he swapped sides,2
1233,Bivouac,3
1233,Alan McMasters,4
1233,someone contested the patent,5
1233,Igloo,6
379,Sally Ride,1
379,Amy Johnson,2
379,Amelia Earhart,3
379,Bessie Coleman,4
379,Svetlana Savitskaya,5
379,,6
919,"1,093",1
919,True ,2
919,Menlo Park,3
919,False ,4
919,547,5
919,Edison Machine Works,6
1234,Cornelis Corneliszoon van Uitgeest,1
1234,Penhard & Levassor,2
1234,The Grand Depot,3
1234,Zacharias Janssen,4
1234,Peugeot,5
1234,Bloomingdale's,6
1235,car dashboard record player,1
1235,Airship,2
1235,Michael Jackson,3
1235,Minion butler for the Home,4
1235,Fashionable Dress,5
1235,Justin Timberlake,6
381,Millwright,1
381,Hero,2
381,Wood Sawing,3
381,Euclid,4
381,Flour,5
381,Smock,6
1236,David Brewster,1
1236,Vasily Petrovich Zvyozdochkin,2
1236,Henry Cole,3
1236,Fyodor Pirotsky,4
1236,,5
1236,,6
157,Francis Barraud,1
157,Emile Berliner,2
157,RCA Victor,3
157,A G Bayliss,4
157,Columbia,5
157,Thomas Edison,6
1192,Samuel W. Alderson,1
1192,Florence Lawrence,2
1192,Josip Belušić,3
1192,Henry Ford,4
1192,Mary Anderson,5
1192,Janusz Liberkowski,6
1237,Potato Chips,1
1237,True ,2
1237,Blender,3
1237,Baked Potato,4
1237,False ,5
1237,Electric Toaster,6
159,John Logie Baird,1
159,Giovanni Caselli,2
159,Wimbledon,3
159,Philo Farnsworth,4
159,Trooping the Colour,5
159,,6
1194,Clarence Birdseye,1
1194,Thor Bjørklund,2
1194,John Thompson Dorrance,3
1194,Elijah McCoy,4
1194,Johan Vaaler,5
1194,,6
1239,Georges Claude,1
1239,Alfred Binet,2
1239,Adolf Fick,3
1239,Nicolas Appert,4
1239,Hans Geiger,5
1239,,6
1579,Tarboosh,1
1579,Kilim,2
1579,Tommy Cooper,3
1579,Kalpak,4
1579,Damask,5
1579,Will Hay,6
455,Cotton Gin,1
455,Chambray,2
455,Nimes,3
455,Denim,4
455,Spinning Wheel,5
455,Nantes,6
1231,Johann Maria Farina,1
1231,Madam C.J. Walker,2
1231,Eye cosmetic,3
1231,Enrico Fermi,4
1231,Annie Malone,5
1231,Skin Cream,6
167,Tam O'Shanter,1
167,Pillbox,2
167,Top Hat,3
167,Dunce,4
167,Fedora,5
167,Panama,6
168,Japan,1
168,Opera,2
168,Caestūs,3
168,Gauntlet,4
168,Peccary,5
168,Singapore,6
169,Amelia Jenks,1
169,Scotland,2
169,Japan,3
169,Elizabeth Jenks,4
169,Wales,5
169,,6
170,Wizard of Oz,1
170,Henley,2
170,Rolling Stones,3
170,Che Guevara,4
170,Gone with the Wind,5
170,Ringer,6
171,Levi,1
171,Wrangler,2
171,Genoa,3
171,Diesel,4
171,Lee,5
171,Turin,6
894,Pocahontas,1
894, True ,2
894,Fug,3
894,Tiana,4
894,False ,5
894,Servus/Serva,6
1210,Mary Quant,1
1210,Gideon Sundback ,2
1210,Isaac Singer,3
1210,Sandra Rhodes,4
1210,,5
1210,,6
1347,Sporan,1
1347,a knife,2
1347,ghillie,3
1347,,4
1347,waistcoat,5
1347,monk,6
2165,Miss Piggy,1
2165,Dress Wellingtons,2
2165,Gibus,3
2165,Gonzo,4
2165,Chukka boot,5
2165,Capotain,6
2166,Kroje,1
2166,Fustanella,2
2166,Caribou Inuit,3
2166,Zupan,4
2166,Barretina,5
2166,Ch'ol people,6
2167,Ruff,1
2167,Grabatologist,2
2167,Steinkirk,3
2167,Doublet,4
2167,Vexillophile,5
2167,Bolo,6
2168,Coif,1
2168,Alice band,2
2168,Neme,3
2168,Galero,4
2168,Duchess Tiara,5
2168,Snood,6
2169,Monocle,1
2169,Binocles-ciseaux,2
2169,Lorgnette,3
2169,Pince-nez,4
2169,,5
2169,,6
2170,poulaine,1
2170,geta,2
2170,tabi boots,3
2170,patten,4
2170,waraji,5
2170,tavifoot boots,6
2171,Solar ,1
2171,February ,2
2171,Witches Night ,3
2171,Lunar ,4
2171,March,5
2171,Spring Bonfire Night,6
2172,Rasps ,1
2172,Chordophones,2
2172,Yaqui,3
2172,Clapsticks,4
2172,Idiophones,5
2172,Cherokee,6
2173,Casquette,1
2173,Hardee ,2
2173,Mortarboard,3
2173,Biretta ,4
2173,Hennin,5
2173,Boater ,6
2174,Jodhpurs,1
2174,Montera,2
2174,fitted caps and goggles,3
2174,Rhinegraves,4
2174,Gat,5
2174,balaclava and goggles,6
2175,Maslenitsa,1
2175,the last Thursday before Lent,2
2175,47,3
2175,Masopust,4
2175,the last Thursday before Easter,5
2175,21,6
2176,after eating ,1
2176,Botswana,2
2176,Hongi,3
2176,on say goodbye to family,4
2176,Ethiopia,5
2176,Kunik,6
2177,"Ohlstadt, Bavaria",1
2177,South Africa,2
2177,Highways Act 1835,3
2177,,4
2177,,5
2177,Reform Act 1832,6
2178,Christian Louboutin,1
2178,Hermès Birkin,2
2178,Yves Saint Laurent (YSL),3
2178,Sergio Rossi,4
2178,Chanel 2.55,5
2178,Christian Dior ,6
2179,Flappers,1
2179,Paco Rabanne,2
2179,Prêt-à-Porter ,3
2179,Follies,4
2179,Ralph Lauren,5
2179,Crêpe De Chine,6
2180,Sherlock Holmes,1
2180,Thomas Shelby,2
2180,Mr. Bean,3
2180,Cadfael,4
2180,Alfie Solomons,5
2180,Pee Wee,6
2181,Wampum,1
2181,Roasary,2
2181,Hair pipe,3
2181,Pearl,4
2181,Heishe,5
2181,Puka,6
2182,Pompadour,1
2182,Trousers,2
2182,Pattens,3
2182,,4
2182,,5
2182,,6
2183,Purple ,1
2183,Beatle boots,2
2183,an Usher's,3
2183,Maroon,4
2183,Winkle pickers,5
2183, a tuxedo,6
2184,Eton crop,1
2184,Chonmage,2
2184,Fallera ,3
2184,Fontage,4
2184,Chignon,5
2184,Hime,6
2185,Violin,1
2185,Breakfast at Tiffany's,2
2185,beauty treatment to hair and skin,3
2185,Piano,4
2185,Roman Holiday,5
2185,haute couture,6
2186,spats,1
2186,Riding habit,2
2186,Frock coat,3
2186,gaiters,4
2186,Morning suit,5
2186,Greatcoat,6
2187,Cloche,1
2187,Wimple,2
2187,Cumberbund,3
2187,Toque,4
2187,,5
2187,Petticoat,6
3183,Chopine,1
3183,Dori,2
3183,Jelly ,3
3183,Pampootie,4
3183,Pointinini,5
3183,Jutti,6
